Startup Name,Founded Year,Country,Industry,Funding Stage,Total Funding 
Startup_3075,2013,France,Logistics,Seed,281.0
Startup_3076,2015,France,FoodTech,Seed,342.0
Startup_3077,2019,Japan,Healthcare,IPO,447.0
Startup_3078,2021,Japan,Energy,Series B,440.0
Startup_3079,2007,Germany,AI,Series C,238.0
Startup_3080,2008,Canada,Healthcare,Series B,68.0
Startup_3081,2019,USA,Gaming,Series B,139.0
Startup_3082,2020,France,Gaming,Series C,281.0
Startup_3083,2009,Germany,Logistics,IPO,419.0
Startup_3084,2021,Japan,AI,Series A,444.0
Startup_3085,2016,Australia,Gaming,Series C,306.0
Startup_3086,2000,Brazil,EdTech,Series B,268.0
Startup_3087,2002,USA,AI,Series A,200.0
Startup_3088,2019,Australia,Healthcare,Series C,40.0
Startup_3089,2015,UK,Healthcare,Seed,193.0
Startup_3090,2016,Australia,E-commerce,Series C,402.0
Startup_3091,2020,USA,FinTech,Series B,86.0
Startup_3092,2010,China,Energy,IPO,224.0
Startup_3093,2007,Germany,Gaming,Series A,294.0
Startup_3094,2022,USA,Tech,IPO,440.0
Startup_3095,2018,USA,E-commerce,Series A,37.0
Startup_3096,2018,India,Logistics,Series C,440.0
Startup_3097,2013,UK,Gaming,IPO,24.0
Startup_3098,2000,Germany,AI,IPO,95.0
Startup_3099,2020,India,Healthcare,Series B,206.0
Startup_3100,2003,USA,Healthcare,IPO,90.0
Startup_3101,2002,UK,Gaming,Series C,10.0
Startup_3102,2007,USA,FoodTech,Series A,441.0
Startup_3103,2004,India,FoodTech,Seed,211.0
Startup_3104,2013,Brazil,AI,IPO,122.0
Startup_3105,2010,Brazil,Gaming,Series C,370.0
Startup_3106,2003,Canada,FinTech,Series A,304.0
Startup_3107,2014,China,FoodTech,Series C,263.0
Startup_3108,2010,China,EdTech,IPO,86.0
Startup_3109,2001,Germany,Gaming,Seed,277.0
Startup_3110,2014,UK,EdTech,Series C,49.0
Startup_3111,2019,China,E-commerce,Series C,452.0
Startup_3112,2017,France,EdTech,IPO,414.0
Startup_3113,2005,UK,FinTech,Series B,3.0
Startup_3114,2010,Japan,E-commerce,Seed,260.0
Startup_3115,2008,Germany,FinTech,Seed,206.0
Startup_3116,2019,Germany,Tech,Series C,183.0
Startup_3117,2016,Canada,Healthcare,Series B,237.0
Startup_3118,2002,Canada,EdTech,Series A,448.0
Startup_3119,2000,China,E-commerce,Series C,72.0
Startup_3120,2000,Canada,FoodTech,Series C,76.0
Startup_3121,2020,China,Healthcare,Series A,155.0
Startup_3122,2006,Brazil,FoodTech,Series B,336.0
Startup_3123,2017,France,Logistics,Seed,70.0
Startup_3124,2021,Brazil,AI,Series C,413.0
Startup_3125,2007,Germany,FinTech,Series C,306.0
Startup_3126,2019,France,Energy,Series C,187.0
Startup_3127,2011,Canada,Gaming,Series B,45.0
Startup_3128,2018,USA,Healthcare,Series A,281.0
Startup_3129,2003,Japan,Tech,Series A,185.0
Startup_3130,2002,France,Tech,Seed,37.0
Startup_3131,2012,UK,Tech,Series C,305.0
Startup_3132,2016,Brazil,E-commerce,IPO,211.0
Startup_3133,2014,India,FinTech,Series C,304.0
Startup_3134,2018,Germany,FinTech,Series B,306.0
Startup_3135,2007,UK,AI,Seed,224.0
Startup_3136,2020,Canada,Logistics,Series B,255.0
Startup_3137,2010,Australia,Gaming,IPO,145.0
Startup_3138,2022,Canada,AI,Series B,291.0
Startup_3139,2021,Brazil,Tech,IPO,389.0
Startup_3140,2009,UK,Logistics,Series C,210.0
Startup_3141,2018,Japan,Tech,Series B,276.0
Startup_3142,2016,Canada,FoodTech,Series A,360.0
Startup_3143,2017,Germany,Tech,Series A,86.0
Startup_3144,2016,Japan,Logistics,Series A,355.0
Startup_3145,2021,Japan,AI,Seed,222.0
Startup_3146,2007,Brazil,Healthcare,Series B,127.0
Startup_3147,2019,Australia,Logistics,Seed,155.0
Startup_3148,2022,Brazil,E-commerce,Series A,230.0
Startup_3149,2020,Japan,E-commerce,Series A,279.0
Startup_3150,2019,China,Energy,IPO,168.0
Startup_3151,2016,Brazil,FoodTech,Series C,31.0
Startup_3152,2021,India,Logistics,Seed,480.0
Startup_3153,2019,Canada,Healthcare,Series A,377.0
Startup_3154,2022,France,Tech,IPO,93.0
Startup_3155,2015,Canada,AI,Seed,362.0
Startup_3156,2020,USA,FoodTech,Seed,372.0
Startup_3157,2019,Australia,Logistics,Seed,498.0
Startup_3158,2001,Germany,FoodTech,Seed,241.0
Startup_3159,2010,Japan,Gaming,IPO,155.0
Startup_3160,2010,Brazil,Energy,Series A,33.0
Startup_3161,2021,France,FoodTech,Series C,40.0
Startup_3162,2020,Canada,Gaming,Series A,326.0
Startup_3163,2009,USA,FinTech,Series B,215.0
Startup_3164,2007,Canada,Tech,Series C,463.0
Startup_3165,2000,Brazil,E-commerce,Seed,234.0
Startup_3166,2019,Germany,Healthcare,Series A,13.0
Startup_3167,2007,France,Healthcare,Series B,135.0
Startup_3168,2010,UK,E-commerce,Series A,130.0
Startup_3169,2017,Germany,AI,IPO,374.0
Startup_3170,2002,USA,FoodTech,Seed,269.0
Startup_3171,2005,Brazil,FinTech,IPO,368.0
Startup_3172,2009,Japan,EdTech,Seed,177.0
Startup_3173,2010,USA,Healthcare,IPO,31.0
Startup_3174,2022,USA,FinTech,Series A,176.0
Startup_3175,2010,USA,Healthcare,Series C,419.0
Startup_3176,2021,UK,Energy,Series C,101.0
Startup_3177,2022,UK,Gaming,Series C,384.0
Startup_3178,2004,Germany,E-commerce,IPO,68.0
Startup_3179,2014,USA,Healthcare,Seed,340.0
Startup_3180,2019,Canada,FoodTech,Series A,74.0
Startup_3181,2010,France,Energy,IPO,113.0
Startup_3182,2000,USA,Gaming,Series B,249.0
Startup_3183,2002,Australia,Logistics,Seed,6.0
Startup_3184,2004,Canada,Gaming,Series B,309.0
Startup_3185,2012,Brazil,Gaming,Seed,186.0
Startup_3186,2007,India,Logistics,Series B,391.0
Startup_3187,2010,Germany,AI,Series A,284.0
Startup_3188,2004,Germany,Tech,Series B,210.0
Startup_3189,2006,India,Tech,IPO,244.0
Startup_3190,2004,Germany,Energy,Series C,268.0
Startup_3191,2007,USA,Healthcare,Series B,337.0
Startup_3192,2006,China,Logistics,Series B,482.0
Startup_3193,2015,Canada,FoodTech,Series B,113.0
Startup_3194,2011,Australia,Energy,IPO,465.0
Startup_3195,2021,China,FoodTech,Series C,1.0
Startup_3196,2005,France,AI,Series C,438.0
Startup_3197,2009,Brazil,AI,Seed,189.0
Startup_3198,2010,UK,E-commerce,Series C,112.0
Startup_3199,2007,Germany,FinTech,Series C,43.0
Startup_3200,2001,Brazil,EdTech,Seed,74.0
Startup_3201,2004,Australia,Tech,IPO,302.0
Startup_3202,2001,UK,Logistics,IPO,136.0
Startup_3203,2012,India,EdTech,Seed,289.0
Startup_3204,2015,France,E-commerce,Series A,445.0
Startup_3205,2007,China,Gaming,Series B,262.0
Startup_3206,2020,France,FoodTech,Series C,324.0
Startup_3207,2006,Brazil,Gaming,IPO,242.0
Startup_3208,2006,India,E-commerce,Series A,420.0
Startup_3209,2014,Germany,AI,Series C,340.0
Startup_3210,2006,Brazil,EdTech,Seed,286.0
Startup_3211,2016,China,FinTech,Series C,358.0
Startup_3212,2016,Canada,E-commerce,Series B,38.0
Startup_3213,2018,China,Healthcare,Series C,462.0
Startup_3214,2021,USA,AI,Series C,122.0
Startup_3215,2014,India,Tech,IPO,293.0
Startup_3216,2002,Brazil,FinTech,Seed,153.0
Startup_3217,2009,India,FinTech,Series A,153.0
Startup_3218,2011,Japan,Logistics,Series C,192.0
Startup_3219,2021,India,Logistics,Seed,494.0
Startup_3220,2011,India,Tech,IPO,251.0
Startup_3221,2004,Canada,FoodTech,IPO,278.0
Startup_3222,2002,Canada,Gaming,Series B,495.0
Startup_3223,2020,Japan,Gaming,IPO,277.0
Startup_3224,2014,India,Tech,Series C,391.0
Startup_3225,2008,Australia,Healthcare,Series B,243.0
Startup_3226,2012,France,EdTech,Series B,81.0
Startup_3227,2006,Japan,Logistics,Seed,494.0
Startup_3228,2012,France,EdTech,Seed,92.0
Startup_3229,2014,Brazil,FoodTech,IPO,279.0
Startup_3230,2012,Japan,Logistics,Seed,441.0
Startup_3231,2004,UK,FinTech,Series B,498.0
Startup_3232,2003,India,FinTech,Series B,134.0
Startup_3233,2002,Australia,AI,Series A,73.0
Startup_3234,2014,Canada,Logistics,IPO,86.0
Startup_3235,2013,Japan,EdTech,Series B,481.0
Startup_3236,2001,Canada,E-commerce,IPO,9.0
Startup_3237,2012,Japan,E-commerce,Series A,313.0
Startup_3238,2016,Brazil,Logistics,Series A,89.0
Startup_3239,2020,China,Gaming,Seed,225.0
Startup_3240,2013,Australia,Gaming,IPO,235.0
Startup_3241,2010,France,EdTech,IPO,461.0
Startup_3242,2011,India,AI,IPO,116.0
Startup_3243,2014,Brazil,FoodTech,Series A,301.0
Startup_3244,2020,Australia,Gaming,Series A,101.0
Startup_3245,2017,UK,FinTech,Series C,429.0
Startup_3246,2005,Japan,Tech,Series B,263.0
Startup_3247,2001,Canada,Energy,Series B,217.0
Startup_3248,2013,Brazil,Energy,Series C,322.0
Startup_3249,2008,Canada,Gaming,Series A,445.0
Startup_3250,2022,Japan,Logistics,Seed,147.0
Startup_3251,2021,China,Healthcare,Series B,306.0
Startup_3252,2013,Germany,Tech,IPO,459.0
Startup_3253,2016,France,Healthcare,Seed,166.0
Startup_3254,2011,Canada,Logistics,Series B,193.0
Startup_3255,2003,India,E-commerce,Series B,72.0
Startup_3256,2015,Brazil,Healthcare,Series C,283.0
Startup_3257,2013,India,Gaming,Series C,357.0
Startup_3258,2004,Canada,FinTech,Series A,440.0
Startup_3259,2016,France,Tech,Series B,4.0
Startup_3260,2009,USA,EdTech,IPO,38.0
Startup_3261,2020,Germany,Energy,Seed,49.0
Startup_3262,2002,Australia,AI,IPO,469.0
Startup_3263,2007,UK,Logistics,Seed,398.0
Startup_3264,2005,Germany,Logistics,Series C,334.0
Startup_3265,2003,Brazil,E-commerce,Seed,133.0
Startup_3266,2008,Japan,FoodTech,IPO,341.0
Startup_3267,2010,Australia,FoodTech,Series A,269.0
Startup_3268,2020,Brazil,Energy,Series B,321.0
Startup_3269,2018,USA,FoodTech,Series B,429.0
Startup_3270,2008,USA,Logistics,Series C,360.0
Startup_3271,2005,USA,Logistics,Series A,73.0
Startup_3272,2014,Germany,FinTech,IPO,316.0
Startup_3273,2016,France,FoodTech,Seed,126.0
Startup_3274,2006,Australia,Logistics,Series A,386.0
Startup_3275,2015,Brazil,Healthcare,Series C,341.0
Startup_3276,2005,Brazil,Tech,IPO,299.0
Startup_3277,2016,India,Tech,IPO,431.0
Startup_3278,2018,China,EdTech,Series B,234.0
Startup_3279,2013,Japan,FinTech,Series C,490.0
Startup_3280,2019,UK,Energy,IPO,80.0
Startup_3281,2008,Japan,Healthcare,IPO,277.0
Startup_3282,2018,France,Tech,IPO,297.0
Startup_3283,2008,UK,Logistics,Series A,105.0
Startup_3284,2014,Germany,FinTech,IPO,377.0
Startup_3285,2014,UK,Tech,Series A,428.0
Startup_3286,2000,Australia,EdTech,Series C,425.0
Startup_3287,2014,Brazil,E-commerce,Series C,269.0
Startup_3288,2008,India,Tech,IPO,234.0
Startup_3289,2015,Canada,AI,Seed,349.0
Startup_3290,2019,Japan,Logistics,Series A,253.0
Startup_3291,2012,USA,EdTech,Seed,362.0
Startup_3292,2021,Brazil,Tech,Series B,429.0
Startup_3293,2015,India,Energy,Series C,120.0
Startup_3294,2015,USA,Logistics,IPO,494.0
Startup_3295,2020,France,Logistics,Seed,347.0
Startup_3296,2010,Germany,FoodTech,Series B,51.0
Startup_3297,2020,Canada,Energy,Seed,357.0
Startup_3298,2003,India,Gaming,IPO,144.0
Startup_3299,2017,Canada,FinTech,Series A,282.0
Startup_3300,2001,Germany,E-commerce,Series A,350.0
Startup_3301,2001,India,FoodTech,IPO,113.0
Startup_3302,2016,Japan,E-commerce,Seed,79.0
Startup_3303,2015,Australia,FinTech,Seed,459.0
Startup_3304,2020,India,AI,Series C,298.0
Startup_3305,2003,Japan,AI,IPO,155.0
Startup_3306,2006,USA,Tech,IPO,115.0
Startup_3307,2011,China,FoodTech,IPO,491.0
Startup_3308,2009,Brazil,Tech,Series A,451.0
Startup_3309,2002,India,Logistics,Series C,490.0
Startup_3310,2011,Canada,EdTech,IPO,45.0
Startup_3311,2008,Australia,Gaming,Seed,384.0
Startup_3312,2020,Brazil,E-commerce,Series B,294.0
Startup_3313,2012,Australia,Gaming,Series B,493.0
Startup_3314,2010,UK,FoodTech,Series C,230.0
Startup_3315,2000,Canada,E-commerce,IPO,192.0
Startup_3316,2004,France,FoodTech,IPO,77.0
Startup_3317,2018,Germany,AI,Series C,297.0
Startup_3318,2005,Australia,FinTech,Series A,49.0
Startup_3319,2000,Germany,AI,IPO,119.0
Startup_3320,2005,China,FinTech,Series C,42.0
Startup_3321,2010,Australia,Healthcare,Series C,384.0
Startup_3322,2009,Canada,AI,Series B,123.0
Startup_3323,2000,UK,Gaming,IPO,18.0
Startup_3324,2015,India,Logistics,Series C,185.0
Startup_3325,2012,Australia,AI,Series B,3.0
Startup_3326,2010,UK,E-commerce,Series A,205.0
Startup_3327,2002,Brazil,AI,Series A,407.0
Startup_3328,2006,Canada,Healthcare,IPO,68.0
Startup_3329,2003,UK,Gaming,Series A,357.0
Startup_3330,2020,France,E-commerce,Series B,179.0
Startup_3331,2014,Japan,AI,Seed,347.0
Startup_3332,2003,Canada,Gaming,Seed,416.0
Startup_3333,2021,Australia,EdTech,Series B,6.0
Startup_3334,2003,Canada,Energy,IPO,386.0
Startup_3335,2022,Australia,Tech,Series B,377.0
Startup_3336,2020,France,Energy,IPO,464.0
Startup_3337,2001,France,Logistics,Series C,196.0
Startup_3338,2010,USA,Healthcare,Series A,95.0
Startup_3339,2017,USA,Energy,Series C,343.0
Startup_3340,2002,Brazil,EdTech,Series B,412.0
Startup_3341,2021,Australia,FinTech,IPO,85.0
Startup_3342,2019,Canada,Tech,IPO,213.0
Startup_3343,2008,Brazil,Tech,Series C,227.0
Startup_3344,2018,USA,EdTech,Series A,103.0
Startup_3345,2007,Canada,FoodTech,Series B,426.0
Startup_3346,2022,France,Energy,Series A,489.0
Startup_3347,2018,Japan,EdTech,Seed,372.0
Startup_3348,2010,China,FoodTech,Seed,473.0
Startup_3349,2000,Canada,FinTech,Series B,481.0
Startup_3350,2011,India,Gaming,Series B,8.0
Startup_3351,2022,USA,EdTech,Series B,291.0
Startup_3352,2004,Brazil,E-commerce,Series B,213.0
Startup_3353,2012,Canada,Tech,IPO,370.0
Startup_3354,2000,Japan,AI,Series A,54.0
Startup_3355,2021,Germany,Tech,Series B,11.0
Startup_3356,2005,France,E-commerce,Series B,146.0
Startup_3357,2014,India,FinTech,Series B,438.0
Startup_3358,2002,China,EdTech,Series C,21.0
Startup_3359,2012,India,Logistics,Series A,481.0
Startup_3360,2018,USA,Gaming,Series A,130.0
Startup_3361,2020,Canada,Logistics,Series B,246.0
Startup_3362,2000,France,Healthcare,Series A,114.0
Startup_3363,2006,USA,FoodTech,Seed,314.0
Startup_3364,2000,UK,FinTech,Series B,312.0
Startup_3365,2010,France,AI,Series C,283.0
Startup_3366,2000,India,FoodTech,Seed,162.0
Startup_3367,2009,Japan,Logistics,Series A,435.0
Startup_3368,2015,Brazil,FoodTech,Series C,124.0
Startup_3369,2005,Japan,Healthcare,IPO,463.0
Startup_3370,2011,France,Energy,IPO,31.0
Startup_3371,2017,Japan,EdTech,Series B,7.0
Startup_3372,2003,Canada,FinTech,Series B,419.0
Startup_3373,2009,China,AI,Series B,217.0
Startup_3374,2017,France,AI,Series B,353.0
Startup_3375,2001,Germany,FoodTech,Series B,188.0
Startup_3376,2022,USA,Logistics,Series B,125.0
Startup_3377,2000,India,Tech,Series A,32.0
Startup_3378,2005,China,Energy,Seed,128.0
Startup_3379,2015,China,Energy,IPO,161.0
Startup_3380,2018,USA,Healthcare,Series C,271.0
Startup_3381,2020,Japan,Logistics,Series B,198.0
Startup_3382,2021,Japan,Healthcare,IPO,144.0
Startup_3383,2008,Japan,AI,IPO,280.0
Startup_3384,2005,Australia,FoodTech,Series C,229.0
Startup_3385,2005,Germany,E-commerce,Series C,210.0
Startup_3386,2018,Brazil,FinTech,IPO,442.0
Startup_3387,2022,France,Energy,Series C,288.0
Startup_3388,2005,USA,AI,Series A,210.0
Startup_3389,2006,Japan,Logistics,IPO,248.0
Startup_3390,2010,Brazil,E-commerce,Series A,213.0
Startup_3391,2017,Australia,Logistics,Series A,56.0
Startup_3392,2015,Canada,Logistics,Seed,471.0
Startup_3393,2021,USA,Healthcare,Series C,223.0
Startup_3394,2000,Australia,EdTech,Seed,252.0
Startup_3395,2020,India,AI,Series A,371.0
Startup_3396,2013,Canada,Energy,Series A,271.0
Startup_3397,2012,Canada,Gaming,IPO,166.0
Startup_3398,2022,Canada,AI,Series B,430.0
Startup_3399,2002,China,Gaming,Series A,35.0
Startup_3400,2013,UK,EdTech,Series A,68.0
Startup_3401,2017,China,FinTech,Series A,432.0
Startup_3402,2012,China,FinTech,Seed,241.0
Startup_3403,2021,Brazil,Tech,Series A,255.0
Startup_3404,2020,Japan,FoodTech,Series B,193.0
Startup_3405,2003,China,FinTech,Series B,445.0
Startup_3406,2014,UK,Tech,Seed,325.0
Startup_3407,2014,Germany,Energy,Series A,387.0
Startup_3408,2018,Germany,Energy,IPO,385.0
Startup_3409,2019,Germany,Energy,Series C,305.0
Startup_3410,2003,Japan,Gaming,Seed,431.0
Startup_3411,2020,Japan,AI,Seed,150.0
Startup_3412,2018,Brazil,Healthcare,IPO,481.0
Startup_3413,2000,Brazil,FinTech,IPO,113.0
Startup_3414,2015,Australia,FinTech,Series A,439.0
Startup_3415,2003,Australia,E-commerce,Series C,288.0
Startup_3416,2016,Japan,Logistics,Series B,397.0
Startup_3417,2002,China,Energy,Seed,132.0
Startup_3418,2004,USA,Tech,Series C,378.0
Startup_3419,2019,USA,E-commerce,Series B,289.0
Startup_3420,2022,Brazil,FinTech,Series A,72.0
Startup_3421,2007,Germany,Tech,Series C,479.0
Startup_3422,2005,France,Gaming,Series C,297.0
Startup_3423,2013,Japan,FinTech,Series B,55.0
Startup_3424,2003,USA,EdTech,Seed,293.0
Startup_3425,2003,Japan,Logistics,Seed,191.0
Startup_3426,2014,Brazil,AI,Seed,477.0
Startup_3427,2007,France,E-commerce,Series C,333.0
Startup_3428,2022,China,Gaming,Series A,497.0
Startup_3429,2017,UK,AI,Series A,347.0
Startup_3430,2005,China,Gaming,Series A,298.0
Startup_3431,2008,UK,AI,Seed,269.0
Startup_3432,2008,Canada,Gaming,IPO,405.0
Startup_3433,2022,Japan,Logistics,Series A,159.0
Startup_3434,2016,UK,Tech,Seed,213.0
Startup_3435,2015,Japan,FinTech,Series C,209.0
Startup_3436,2021,Canada,Gaming,Series C,294.0
Startup_3437,2017,India,Gaming,Series C,187.0
Startup_3438,2003,Australia,E-commerce,Series A,161.0
Startup_3439,2010,Canada,Gaming,Series A,344.0
Startup_3440,2020,India,AI,IPO,479.0
Startup_3441,2021,Brazil,Gaming,Seed,1.0
Startup_3442,2009,France,Gaming,Seed,253.0
Startup_3443,2022,India,EdTech,Series B,250.0
Startup_3444,2006,UK,Energy,Seed,25.0
Startup_3445,2012,Germany,FoodTech,Series B,55.0
Startup_3446,2016,France,Logistics,Series B,186.0
Startup_3447,2009,Germany,FoodTech,Series C,226.0
Startup_3448,2002,Brazil,Healthcare,Series B,476.0
Startup_3449,2013,Brazil,E-commerce,Series C,330.0
Startup_3450,2004,UK,E-commerce,Seed,186.0
Startup_3451,2016,France,AI,IPO,176.0
Startup_3452,2013,USA,Gaming,Series B,152.0
Startup_3453,2005,USA,EdTech,IPO,275.0
Startup_3454,2013,USA,AI,Series C,481.0
Startup_3455,2003,Brazil,Gaming,Seed,138.0
Startup_3456,2007,Germany,Energy,Seed,293.0
Startup_3457,2021,Australia,E-commerce,Seed,116.0
Startup_3458,2009,Canada,E-commerce,IPO,357.0
Startup_3459,2020,Australia,Gaming,Series A,142.0
Startup_3460,2004,China,FinTech,Series A,431.0
Startup_3461,2000,UK,Tech,Seed,275.0
Startup_3462,2008,Canada,Logistics,Seed,484.0
Startup_3463,2013,Germany,Tech,Series C,399.0
Startup_3464,2000,Brazil,E-commerce,IPO,67.0
Startup_3465,2016,USA,EdTech,IPO,103.0
Startup_3466,2014,USA,FoodTech,IPO,472.0
Startup_3467,2018,Australia,E-commerce,Series A,424.0
Startup_3468,2005,China,Tech,Seed,272.0
Startup_3469,2011,Canada,Tech,Series C,370.0
Startup_3470,2017,Brazil,EdTech,IPO,104.0
Startup_3471,2009,UK,AI,Series B,266.0
Startup_3472,2010,Japan,Healthcare,IPO,375.0
Startup_3473,2011,UK,Logistics,Series C,289.0
Startup_3474,2002,China,Energy,Series C,317.0
Startup_3475,2006,Australia,FoodTech,Seed,12.0
Startup_3476,2005,Germany,EdTech,Seed,268.0
Startup_3477,2019,France,Gaming,IPO,41.0
Startup_3478,2010,China,FoodTech,Seed,112.0
Startup_3479,2012,Australia,Energy,Series A,66.0
Startup_3480,2011,Brazil,Logistics,Seed,87.0
Startup_3481,2018,USA,Energy,Series C,411.0
Startup_3482,2007,UK,EdTech,IPO,139.0
Startup_3483,2016,Japan,Healthcare,Series A,439.0
Startup_3484,2021,France,Gaming,Series C,443.0
Startup_3485,2020,Brazil,Gaming,IPO,46.0
Startup_3486,2019,India,Gaming,Seed,303.0
Startup_3487,2017,UK,AI,Series A,397.0
Startup_3488,2016,Brazil,Logistics,Series C,149.0
Startup_3489,2019,Germany,Energy,IPO,14.0
Startup_3490,2018,Canada,Healthcare,Series B,239.0
Startup_3491,2003,Germany,AI,Series C,207.0
Startup_3492,2004,UK,FinTech,Series C,199.0
Startup_3493,2005,Germany,Gaming,Series C,91.0
Startup_3494,2020,Germany,Energy,Series A,366.0
Startup_3495,2010,Germany,Energy,Seed,265.0
Startup_3496,2019,Canada,Gaming,Seed,240.0
Startup_3497,2020,USA,Energy,Series A,174.0
Startup_3498,2017,France,Tech,Seed,187.0
Startup_3499,2001,China,Healthcare,Series A,70.0
Startup_3500,2002,China,EdTech,Series A,96.0
Startup_3501,2013,China,EdTech,Seed,284.0
Startup_3502,2017,China,EdTech,Seed,360.0
Startup_3503,2017,India,EdTech,IPO,326.0
Startup_3504,2012,UK,Gaming,IPO,444.0
Startup_3505,2017,Germany,AI,Series C,106.0
Startup_3506,2010,China,Energy,Series C,195.0
Startup_3507,2002,USA,Tech,Series A,133.0
Startup_3508,2015,Germany,Gaming,Seed,229.0
Startup_3509,2009,Japan,Logistics,Seed,13.0
Startup_3510,2017,Japan,FoodTech,IPO,491.0
Startup_3511,2015,USA,FinTech,Seed,116.0
Startup_3512,2004,USA,Healthcare,Series A,498.0
Startup_3513,2011,India,E-commerce,Series B,109.0
Startup_3514,2022,China,Logistics,Seed,443.0
Startup_3515,2002,Canada,Gaming,Series C,222.0
Startup_3516,2004,Canada,Tech,IPO,17.0
Startup_3517,2019,UK,E-commerce,Series A,181.0
Startup_3518,2019,Germany,AI,Series C,178.0
Startup_3519,2018,UK,EdTech,Series A,364.0
